thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time,subset_name
qth_0.75,0.0,18.3,4547.0,0.0,65771.0,64.4,0.0,80.0,2023-08-14 23:54:49,2023-08-15 00:13:08,None
qth_0.75,1.0,1322.083,4557.7,0.0,3389280.0,100.0,0.0,80.0,2023-08-15 00:42:19,2023-08-15 22:44:25,None
qth_0.75,2.0,746.767,4557.7,0.0,2070377.0,100.0,0.0,80.0,2023-08-15 23:22:02,2023-08-16 11:48:48,None
qth_0.75,3.0,600.033,4557.7,0.0,1419631.0,100.0,0.0,80.0,2023-08-16 12:25:45,2023-08-16 22:25:48,None
qth_0.75,0.0,0.3,4307.3,0.0,65771.0,32.9,0.0,24.0,2023-08-14 23:54:48,2023-08-14 23:55:07,components
qth_0.75,1.0,9.033,4309.3,0.0,518736.0,85.4,0.0,24.0,2023-08-14 23:56:15,2023-08-15 00:05:17,components
qth_0.75,2.0,4.533,4310.0,0.0,291684.0,94.5,0.0,24.0,2023-08-15 00:06:22,2023-08-15 00:10:54,components
qth_0.75,3.0,2.633,4311.0,0.0,182157.0,98.1,0.0,24.0,2023-08-15 00:11:58,2023-08-15 00:14:37,components
qth_0.5,0.0,20.7,4564.3,0.0,65771.0,64.5,0.0,80.0,2023-08-14 23:54:51,2023-08-15 00:15:34,None
qth_0.5,1.0,1571.383,4569.3,0.0,3393280.0,100.0,0.0,80.0,2023-08-15 00:48:57,2023-08-16 03:00:20,None
qth_0.5,2.0,755.45,4569.3,0.0,1680529.0,100.0,0.0,80.0,2023-08-16 03:26:14,2023-08-16 16:01:41,None
qth_0.5,3.0,410.267,4569.3,0.0,830698.0,100.0,0.0,80.0,2023-08-16 16:37:52,2023-08-16 23:28:09,None
qth_0.5,0.0,0.483,4307.9,0.0,65771.0,45.5,0.0,24.0,2023-08-14 23:54:51,2023-08-14 23:55:21,components
qth_0.5,1.0,13.567,4312.1,0.0,717840.0,92.6,0.0,24.0,2023-08-14 23:56:50,2023-08-15 00:10:24,components
qth_0.5,2.0,5.917,4312.1,0.0,343600.0,97.1,0.0,24.0,2023-08-15 00:11:48,2023-08-15 00:17:44,components
qth_0.5,3.0,2.683,4313.0,0.0,163655.0,98.7,0.0,24.0,2023-08-15 00:19:02,2023-08-15 00:21:44,components
qth_0.25,0.0,18.4,4558.4,0.0,65771.0,64.4,0.0,80.0,2023-08-14 23:54:59,2023-08-15 00:13:24,None
qth_0.25,1.0,1311.417,4563.0,0.0,3390240.0,100.0,0.0,80.0,2023-08-15 00:42:43,2023-08-15 22:34:08,None
qth_0.25,2.0,759.6,4563.0,0.0,2102871.0,100.0,0.0,80.0,2023-08-15 23:11:23,2023-08-16 11:50:59,None
qth_0.25,3.0,648.117,4563.0,0.0,1455346.0,100.0,0.0,80.0,2023-08-16 12:27:28,2023-08-16 23:15:36,None
qth_0.25,0.0,0.283,4305.9,0.0,65771.0,31.3,0.0,24.0,2023-08-14 23:54:57,2023-08-14 23:55:15,components
qth_0.25,1.0,8.367,4311.1,0.0,494712.0,83.1,0.0,24.0,2023-08-14 23:56:26,2023-08-15 00:04:48,components
qth_0.25,2.0,4.4,4311.1,0.0,290779.0,93.9,0.0,24.0,2023-08-15 00:05:48,2023-08-15 00:10:12,components
qth_0.25,3.0,2.617,4311.2,0.0,188394.0,98.0,0.0,24.0,2023-08-15 00:11:13,2023-08-15 00:13:50,components
relu,0.0,20.817,4564.8,0.0,65771.0,64.5,0.0,80.0,2023-08-14 23:55:01,2023-08-15 00:15:50,None
relu,1.0,1566.567,4569.0,0.0,3393680.0,100.0,0.0,80.0,2023-08-15 00:49:13,2023-08-16 02:55:47,None
relu,2.0,750.133,4569.0,0.0,1679916.0,100.0,0.0,80.0,2023-08-16 03:21:55,2023-08-16 15:52:04,None
relu,3.0,426.4,4569.5,0.0,830072.0,100.0,0.0,80.0,2023-08-16 16:28:10,2023-08-16 23:34:36,None
relu,0.0,0.483,4307.9,0.0,65771.0,45.2,0.0,24.0,2023-08-14 23:55:01,2023-08-14 23:55:31,components
relu,1.0,13.5,4311.4,0.0,713400.0,92.5,0.0,24.0,2023-08-14 23:56:56,2023-08-15 00:10:27,components
relu,2.0,5.933,4312.1,0.0,340990.0,97.1,0.0,24.0,2023-08-15 00:11:51,2023-08-15 00:17:47,components
relu,3.0,2.6,4313.3,0.0,162337.0,98.7,0.0,24.0,2023-08-15 00:19:05,2023-08-15 00:21:41,components
mean,0.0,20.783,4565.3,0.0,65771.0,64.5,0.0,80.0,2023-08-14 23:55:07,2023-08-15 00:15:55,None
mean,1.0,1570.167,4569.2,0.0,3393680.0,100.0,0.0,80.0,2023-08-15 00:49:20,2023-08-16 02:59:30,None
mean,2.0,754.433,4569.2,0.0,1680060.0,100.0,0.0,80.0,2023-08-16 03:25:22,2023-08-16 15:59:48,None
mean,3.0,427.933,4569.2,0.0,830224.0,100.0,0.0,80.0,2023-08-16 16:35:45,2023-08-16 23:43:41,None
mean,0.0,0.483,4307.9,0.0,65771.0,45.2,0.0,24.0,2023-08-14 23:55:07,2023-08-14 23:55:37,components
mean,1.0,13.35,4312.2,0.0,712824.0,92.5,0.0,24.0,2023-08-14 23:57:05,2023-08-15 00:10:27,components
mean,2.0,5.833,4312.3,0.0,340841.0,97.1,0.0,24.0,2023-08-15 00:11:47,2023-08-15 00:17:37,components
mean,3.0,2.617,4313.2,0.0,162296.0,98.7,0.0,24.0,2023-08-15 00:18:54,2023-08-15 00:21:32,components
