thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time,subset_name
qth_0.75,0.0,15.517,4544.8,0.0,61762.0,63.6,0.0,80.0,2023-08-14 23:23:28,2023-08-14 23:39:00,None
qth_0.75,1.0,1201.133,4554.3,0.0,3144720.0,100.0,0.0,80.0,2023-08-15 00:08:46,2023-08-15 20:09:55,None
qth_0.75,2.0,629.45,4554.3,0.0,1918742.0,100.0,0.0,80.0,2023-08-15 20:32:49,2023-08-16 07:02:16,None
qth_0.75,3.0,544.9,4554.3,0.0,1314379.0,100.0,0.0,80.0,2023-08-16 07:19:23,2023-08-16 16:24:17,None
qth_0.75,0.0,0.267,4307.1,0.0,61762.0,33.5,0.0,24.0,2023-08-14 23:23:30,2023-08-14 23:23:46,components
qth_0.75,1.0,8.017,4310.7,0.0,496896.0,85.8,0.0,24.0,2023-08-14 23:24:50,2023-08-14 23:32:52,components
qth_0.75,2.0,4.033,4311.1,0.0,279335.0,94.7,0.0,24.0,2023-08-14 23:33:50,2023-08-14 23:37:52,components
qth_0.75,3.0,2.333,4311.7,0.0,174559.0,98.2,0.0,24.0,2023-08-14 23:38:50,2023-08-14 23:41:11,components
qth_0.5,0.0,17.867,4561.2,0.0,61762.0,63.7,0.0,80.0,2023-08-14 23:23:34,2023-08-14 23:41:27,None
qth_0.5,1.0,1433.083,4565.5,0.0,3148960.0,100.0,0.0,80.0,2023-08-15 00:16:35,2023-08-16 00:09:40,None
qth_0.5,2.0,566.9,4565.5,0.0,1559480.0,100.0,0.0,80.0,2023-08-16 00:48:02,2023-08-16 10:14:56,None
qth_0.5,3.0,385.683,4565.5,0.0,770910.0,100.0,0.0,80.0,2023-08-16 10:54:16,2023-08-16 17:19:57,None
qth_0.5,0.0,0.433,4307.8,0.0,61762.0,46.0,0.0,24.0,2023-08-14 23:23:37,2023-08-14 23:24:03,components
qth_0.5,1.0,12.067,4312.1,0.0,681216.0,92.9,0.0,24.0,2023-08-14 23:25:26,2023-08-14 23:37:30,components
qth_0.5,2.0,5.217,4312.1,0.0,325917.0,97.2,0.0,24.0,2023-08-14 23:38:47,2023-08-14 23:44:00,components
qth_0.5,3.0,2.35,4313.3,0.0,155163.0,98.8,0.0,24.0,2023-08-14 23:45:11,2023-08-14 23:47:32,components
qth_0.25,0.0,15.733,4557.0,0.0,61762.0,63.7,0.0,80.0,2023-08-14 23:23:41,2023-08-14 23:39:25,None
qth_0.25,1.0,1199.75,4559.8,0.0,3145920.0,100.0,0.0,80.0,2023-08-15 00:09:14,2023-08-15 20:09:00,None
qth_0.25,2.0,661.283,4560.3,0.0,1951479.0,100.0,0.0,80.0,2023-08-15 20:31:59,2023-08-16 07:33:17,None
qth_0.25,3.0,580.567,4560.3,0.0,1350494.0,100.0,0.0,80.0,2023-08-16 07:51:35,2023-08-16 17:32:10,None
qth_0.25,0.0,0.25,4305.9,0.0,61762.0,31.9,0.0,24.0,2023-08-14 23:23:39,2023-08-14 23:23:55,components
qth_0.25,1.0,7.517,4311.2,0.0,472224.0,83.5,0.0,24.0,2023-08-14 23:25:02,2023-08-14 23:32:34,components
qth_0.25,2.0,3.983,4311.2,0.0,278001.0,94.0,0.0,24.0,2023-08-14 23:33:31,2023-08-14 23:37:30,components
qth_0.25,3.0,2.367,4311.7,0.0,180466.0,98.1,0.0,24.0,2023-08-14 23:38:28,2023-08-14 23:40:50,components
relu,0.0,17.7,4561.3,0.0,61762.0,63.7,0.0,80.0,2023-08-14 23:23:42,2023-08-14 23:41:25,None
relu,1.0,1430.283,4565.1,0.0,3149120.0,100.0,0.0,80.0,2023-08-15 00:16:32,2023-08-16 00:06:50,None
relu,2.0,609.85,4565.1,0.0,1558835.0,100.0,0.0,80.0,2023-08-16 00:45:34,2023-08-16 10:55:26,None
relu,3.0,375.517,4565.3,0.0,770262.0,100.0,0.0,80.0,2023-08-16 11:35:06,2023-08-16 17:50:38,None
relu,0.0,0.433,4307.8,0.0,61762.0,45.6,0.0,24.0,2023-08-14 23:23:43,2023-08-14 23:24:10,components
relu,1.0,11.8,4312.2,0.0,676272.0,92.9,0.0,24.0,2023-08-14 23:25:30,2023-08-14 23:37:19,components
relu,2.0,5.217,4312.2,0.0,323168.0,97.2,0.0,24.0,2023-08-14 23:38:35,2023-08-14 23:43:48,components
relu,3.0,2.317,4313.1,0.0,153785.0,98.8,0.0,24.0,2023-08-14 23:44:59,2023-08-14 23:47:19,components
mean,0.0,17.817,4561.3,0.0,61762.0,63.7,0.0,80.0,2023-08-14 23:23:50,2023-08-14 23:41:39,None
mean,1.0,1433.7,4565.1,0.0,3149120.0,100.0,0.0,80.0,2023-08-15 00:16:53,2023-08-16 00:10:36,None
mean,2.0,612.7,4565.1,0.0,1558835.0,100.0,0.0,80.0,2023-08-16 00:49:06,2023-08-16 11:01:48,None
mean,3.0,380.9,4565.3,0.0,770262.0,100.0,0.0,80.0,2023-08-16 11:44:39,2023-08-16 18:05:34,None
mean,0.0,0.433,4307.8,0.0,61762.0,45.6,0.0,24.0,2023-08-14 23:23:51,2023-08-14 23:24:18,components
mean,1.0,11.983,4312.2,0.0,676272.0,92.9,0.0,24.0,2023-08-14 23:25:38,2023-08-14 23:37:38,components
mean,2.0,5.283,4312.2,0.0,323168.0,97.2,0.0,24.0,2023-08-14 23:38:55,2023-08-14 23:44:12,components
mean,3.0,2.333,4313.1,0.0,153785.0,98.8,0.0,24.0,2023-08-14 23:45:25,2023-08-14 23:47:45,components
