thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time,subset_name
qth_0.25,0.0,0.033,4304.2,0.0,66000.0,9.8,0.0,17.0,2023-08-14 12:59:59,2023-08-14 13:00:02,components
qth_0.25,1.0,0.983,4305.4,0.0,109854.0,60.5,0.0,17.0,2023-08-14 13:00:28,2023-08-14 13:01:27,components
qth_0.25,2.0,0.433,4305.4,0.0,57626.0,79.2,0.0,17.0,2023-08-14 13:01:50,2023-08-14 13:02:17,components
qth_0.25,3.0,0.233,4305.4,0.0,33193.0,90.2,0.0,17.0,2023-08-14 13:02:40,2023-08-14 13:02:55,components
