thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time,subset_name
qth_0.75,0.0,46.117,4968.5,0.0,69109.0,100.0,0.0,100.0,2023-08-21 12:11:16,2023-08-21 12:57:24,
qth_0.75,1.0,4667.283,4999.4,0.0,6910400.0,100.0,0.0,100.0,2023-08-21 13:49:10,2023-08-24 19:36:28,
qth_0.75,2.0,1992.833,4999.4,0.0,4315026.0,100.0,0.0,100.0,2023-08-24 20:20:58,2023-08-26 05:33:49,
qth_0.75,3.0,951.167,4999.9,0.0,3020397.0,100.0,0.0,100.0,2023-08-26 06:03:48,2023-08-26 21:54:59,
qth_0.75,0.0,0.0,4303.4,0.0,69109.0,0.3,0.0,8.0,2023-08-21 12:11:15,2023-08-21 12:11:15,components
qth_0.75,1.0,0.033,4303.4,0.0,1784.0,8.4,0.0,8.0,2023-08-21 12:11:28,2023-08-21 12:11:30,components
qth_0.75,2.0,0.0,4303.4,0.0,786.0,10.2,0.0,8.0,2023-08-21 12:11:44,2023-08-21 12:11:45,components
qth_0.75,3.0,0.0,4303.4,0.0,344.0,8.7,0.0,8.0,2023-08-21 12:12:00,2023-08-21 12:12:00,components
qth_0.5,0.0,52.0,5004.7,0.0,69109.0,100.0,0.0,100.0,2023-08-21 12:11:36,2023-08-21 13:03:38,
qth_0.5,1.0,5111.75,5032.5,0.0,6910900.0,100.0,0.0,100.0,2023-08-21 14:03:20,2023-08-25 03:15:06,
qth_0.5,2.0,1781.533,5579.5,0.0,3389595.0,100.0,0.0,100.0,2023-08-25 03:59:55,2023-08-26 09:41:28,
qth_0.5,3.0,568.8,5579.5,0.0,1654140.0,100.0,0.0,100.0,2023-08-26 10:10:59,2023-08-26 19:39:48,
qth_0.5,0.0,0.0,4303.4,0.0,69109.0,0.4,0.0,8.0,2023-08-21 12:11:42,2023-08-21 12:11:42,components
qth_0.5,1.0,0.0,4303.4,0.0,2048.0,0.0,0.0,8.0,2023-08-21 12:11:57,2023-08-21 12:11:58,components
qth_0.5,2.0,0.0,4303.4,0.0,896.0,0.0,0.0,8.0,2023-08-21 12:12:12,2023-08-21 12:12:13,components
qth_0.5,3.0,0.0,4303.4,0.0,384.0,0.0,0.0,8.0,2023-08-21 12:12:27,2023-08-21 12:12:27,components
qth_0.25,0.0,46.05,4986.5,0.0,69109.0,100.0,0.0,100.0,2023-08-21 12:12:05,2023-08-21 12:58:09,
qth_0.25,1.0,4737.85,5002.3,0.0,6910600.0,100.0,0.0,100.0,2023-08-21 13:50:49,2023-08-24 20:48:41,
qth_0.25,2.0,2020.117,5002.3,0.0,4290195.0,100.0,0.0,100.0,2023-08-24 21:34:01,2023-08-26 07:14:09,
qth_0.25,3.0,904.217,5002.3,0.0,2988035.0,100.0,0.0,100.0,2023-08-26 07:44:18,2023-08-26 22:48:32,
qth_0.25,0.0,0.0,4303.4,0.0,69109.0,0.3,0.0,8.0,2023-08-21 12:12:04,2023-08-21 12:12:04,components
qth_0.25,1.0,0.0,4303.4,0.0,1712.0,9.3,0.0,8.0,2023-08-21 12:12:20,2023-08-21 12:12:21,components
qth_0.25,2.0,0.0,4303.4,0.0,732.0,18.0,0.0,8.0,2023-08-21 12:12:37,2023-08-21 12:12:38,components
qth_0.25,3.0,0.0,4303.4,0.0,294.0,29.3,0.0,8.0,2023-08-21 12:12:52,2023-08-21 12:12:53,components
relu,0.0,51.583,5009.5,0.0,69109.0,100.0,0.0,100.0,2023-08-21 12:12:12,2023-08-21 13:03:48,
relu,1.0,5127.617,5033.2,0.0,6910700.0,100.0,0.0,100.0,2023-08-21 14:02:21,2023-08-25 03:29:59,
relu,2.0,1743.05,5580.5,0.0,3391496.0,100.0,0.0,100.0,2023-08-25 04:11:14,2023-08-26 09:14:18,
relu,3.0,606.933,5580.5,0.0,1656987.0,100.0,0.0,100.0,2023-08-26 09:45:14,2023-08-26 19:52:11,
relu,0.0,0.0,4303.4,0.0,69109.0,0.4,0.0,8.0,2023-08-21 12:12:22,2023-08-21 12:12:22,components
relu,1.0,0.0,4303.4,0.0,2048.0,0.0,0.0,8.0,2023-08-21 12:12:38,2023-08-21 12:12:39,components
relu,2.0,0.0,4303.4,0.0,896.0,0.0,0.0,8.0,2023-08-21 12:12:54,2023-08-21 12:12:54,components
relu,3.0,0.0,4303.4,0.0,384.0,0.0,0.0,8.0,2023-08-21 12:13:09,2023-08-21 12:13:09,components
mean,0.0,51.5,5008.7,0.0,69109.0,100.0,0.0,100.0,2023-08-21 12:12:31,2023-08-21 13:04:01,
mean,1.0,5149.417,5033.1,0.0,6910700.0,100.0,0.0,100.0,2023-08-21 14:02:34,2023-08-25 03:52:01,
mean,2.0,1737.2,5580.4,0.0,3391503.0,100.0,0.0,100.0,2023-08-25 04:33:14,2023-08-26 09:30:27,
mean,3.0,604.067,5580.4,0.0,1657044.0,100.0,0.0,100.0,2023-08-26 10:00:23,2023-08-26 20:04:28,
mean,0.0,0.0,4303.4,0.0,69109.0,0.4,0.0,8.0,2023-08-21 12:12:31,2023-08-21 12:12:31,components
mean,1.0,0.0,4303.4,0.0,2048.0,0.0,0.0,8.0,2023-08-21 12:12:47,2023-08-21 12:12:48,components
mean,2.0,0.0,4303.4,0.0,896.0,0.0,0.0,8.0,2023-08-21 12:13:03,2023-08-21 12:13:03,components
mean,3.0,0.0,4303.4,0.0,384.0,0.0,0.0,8.0,2023-08-21 12:13:18,2023-08-21 12:13:18,components
