thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time,subset_name
qth_0.25,0.0,44.55,4647.9,0.0,59799.0,99.9,0.0,100.0,2023-08-15 21:31:17,2023-08-15 22:15:51,None
qth_0.25,1.0,3952.45,4927.5,0.0,5976700.0,100.0,0.0,100.0,2023-08-15 23:21:13,2023-08-18 17:13:41,None
qth_0.25,2.0,1697.667,4927.5,0.0,3761395.0,100.0,0.0,100.0,2023-08-18 18:01:45,2023-08-19 22:19:27,None
qth_0.25,3.0,857.433,4927.6,0.0,2652082.0,100.0,0.0,100.0,2023-08-19 22:45:24,2023-08-20 13:02:50,None
