thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time
qth_0.75,0.0,6.983,4335.7,0.0,66884.0,62.8,0.0,60.0,2023-08-11 14:22:48,2023-08-11 14:29:48
qth_0.75,1.0,242.15,4396.7,0.0,2519340.0,95.9,0.0,60.0,2023-08-11 14:48:25,2023-08-11 18:50:34
qth_0.75,2.0,116.417,4400.0,0.0,1601863.0,99.4,0.0,60.0,2023-08-11 18:58:31,2023-08-11 20:54:56
qth_0.75,3.0,112.317,4400.0,0.0,1133158.0,99.9,0.0,60.0,2023-08-11 21:02:35,2023-08-11 22:54:54
qth_0.75,0.0,0.4,4306.4,0.0,66884.0,17.5,0.0,30.0,2023-08-11 14:22:42,2023-08-11 14:23:07
qth_0.75,1.0,14.317,4309.9,0.0,351870.0,84.1,0.0,30.0,2023-08-11 14:25:44,2023-08-11 14:40:04
qth_0.75,2.0,7.733,4309.9,0.0,218440.0,95.2,0.0,30.0,2023-08-11 14:42:13,2023-08-11 14:49:57
qth_0.75,3.0,4.817,4311.0,0.0,149503.0,98.5,0.0,30.0,2023-08-11 14:52:01,2023-08-11 14:56:50
qth_0.75,0.0,0.05,4304.1,0.0,66884.0,5.7,0.0,20.0,2023-08-11 14:22:42,2023-08-11 14:22:46
qth_0.75,1.0,1.65,4304.9,0.0,75600.0,70.3,0.0,20.0,2023-08-11 14:23:48,2023-08-11 14:25:28
qth_0.75,2.0,0.783,4305.0,0.0,41922.0,88.1,0.0,20.0,2023-08-11 14:26:23,2023-08-11 14:27:10
qth_0.75,3.0,0.433,4305.0,0.0,25334.0,96.7,0.0,20.0,2023-08-11 14:28:05,2023-08-11 14:28:32
qth_0.5,0.0,14.533,4385.9,0.0,66884.0,86.9,0.0,60.0,2023-08-11 14:22:51,2023-08-11 14:37:24
qth_0.5,1.0,435.683,4473.5,0.0,3489240.0,98.5,0.0,60.0,2023-08-11 15:02:09,2023-08-11 22:17:51
qth_0.5,2.0,182.383,4479.5,0.0,1758525.0,99.7,0.0,60.0,2023-08-11 22:31:04,2023-08-12 01:33:28
qth_0.5,3.0,62.933,4480.2,0.0,907535.0,100.0,0.0,60.0,2023-08-12 01:40:22,2023-08-12 02:43:19
