thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time
qth_0.75,0.0,3.667,4330.4,0.0,61623.0,52.1,0.0,50.0,2023-08-11 14:18:16,2023-08-11 14:21:57
qth_0.75,1.0,147.083,4369.0,0.0,1605250.0,97.6,0.0,50.0,2023-08-11 14:35:34,2023-08-11 17:02:40
qth_0.75,2.0,76.667,4369.4,0.0,1023523.0,99.7,0.0,50.0,2023-08-11 17:09:00,2023-08-11 18:25:41
qth_0.75,3.0,51.2,4370.7,0.0,723042.0,100.0,0.0,50.0,2023-08-11 18:32:00,2023-08-11 19:23:13
qth_0.75,0.0,0.25,4306.0,0.0,61623.0,23.0,0.0,25.0,2023-08-11 14:18:14,2023-08-11 14:18:29
qth_0.75,1.0,11.083,4311.3,0.0,354800.0,82.6,0.0,25.0,2023-08-11 14:20:00,2023-08-11 14:31:05
qth_0.75,2.0,5.883,4311.6,0.0,209941.0,94.0,0.0,25.0,2023-08-11 14:32:46,2023-08-11 14:38:39
qth_0.75,3.0,3.733,4311.6,0.0,141024.0,98.0,0.0,25.0,2023-08-11 14:40:20,2023-08-11 14:44:05
qth_0.75,0.0,0.033,4303.9,0.0,61623.0,6.1,0.0,16.0,2023-08-11 14:18:12,2023-08-11 14:18:14
qth_0.75,1.0,0.75,4304.5,0.0,59984.0,55.7,0.0,16.0,2023-08-11 14:18:48,2023-08-11 14:19:34
qth_0.75,2.0,0.4,4304.6,0.0,31965.0,76.0,0.0,16.0,2023-08-11 14:20:10,2023-08-11 14:20:35
qth_0.75,3.0,0.2,4304.6,0.0,17931.0,89.6,0.0,16.0,2023-08-11 14:21:11,2023-08-11 14:21:23
qth_0.5,0.0,6.583,4374.0,0.0,61623.0,59.6,0.0,50.0,2023-08-11 14:18:16,2023-08-11 14:24:51
qth_0.5,1.0,221.8,4375.1,0.0,1836400.0,99.2,0.0,50.0,2023-08-11 14:42:23,2023-08-11 18:24:12
qth_0.5,2.0,89.433,4375.1,0.0,901792.0,99.9,0.0,50.0,2023-08-11 18:33:02,2023-08-11 20:02:28
qth_0.5,3.0,36.533,4375.1,0.0,432298.0,100.0,0.0,50.0,2023-08-11 20:09:46,2023-08-11 20:46:18
qth_0.5,0.0,0.533,4307.9,0.0,61623.0,41.3,0.0,25.0,2023-08-11 14:18:14,2023-08-11 14:18:47
qth_0.5,1.0,23.017,4312.4,0.0,636575.0,91.5,0.0,25.0,2023-08-11 14:20:51,2023-08-11 14:43:52
qth_0.5,2.0,9.9,4313.4,0.0,306971.0,96.7,0.0,25.0,2023-08-11 14:46:17,2023-08-11 14:56:11
qth_0.5,3.0,4.367,4313.7,0.0,150858.0,98.5,0.0,25.0,2023-08-11 14:58:28,2023-08-11 15:02:51
qth_0.5,0.0,0.1,4304.1,0.0,61623.0,18.2,0.0,16.0,2023-08-11 14:18:12,2023-08-11 14:18:19
qth_0.5,1.0,2.733,4304.9,0.0,179664.0,59.9,0.0,16.0,2023-08-11 14:18:59,2023-08-11 14:21:43
qth_0.5,2.0,1.433,4305.2,0.0,84172.0,69.6,0.0,16.0,2023-08-11 14:22:38,2023-08-11 14:24:04
qth_0.5,3.0,0.583,4305.4,0.0,37330.0,75.5,0.0,16.0,2023-08-11 14:24:58,2023-08-11 14:25:33
qth_0.25,0.0,5.9,4340.3,0.0,61623.0,60.1,0.0,50.0,2023-08-11 14:18:17,2023-08-11 14:24:12
qth_0.25,1.0,198.167,4379.8,0.0,1850400.0,99.1,0.0,50.0,2023-08-11 14:40:22,2023-08-11 17:58:32
