thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time
qth_0.75,0.0,4.583,4330.6,0.0,65661.0,52.0,0.0,50.0,2023-08-11 14:20:34,2023-08-11 14:25:11
qth_0.75,1.0,150.983,4370.3,0.0,1707550.0,97.5,0.0,50.0,2023-08-11 14:38:32,2023-08-11 17:09:32
qth_0.75,2.0,79.783,4370.4,0.0,1086357.0,99.7,0.0,50.0,2023-08-11 17:15:44,2023-08-11 18:35:32
qth_0.75,3.0,52.45,4370.6,0.0,765433.0,100.0,0.0,50.0,2023-08-11 18:41:29,2023-08-11 19:33:57
qth_0.75,0.0,0.317,4306.3,0.0,65661.0,22.5,0.0,25.0,2023-08-11 14:20:32,2023-08-11 14:20:52
qth_0.75,1.0,11.45,4312.1,0.0,368550.0,82.4,0.0,25.0,2023-08-11 14:22:46,2023-08-11 14:34:14
qth_0.75,2.0,6.0,4312.1,0.0,217660.0,93.9,0.0,25.0,2023-08-11 14:35:51,2023-08-11 14:41:51
qth_0.75,3.0,3.7,4312.1,0.0,145931.0,98.0,0.0,25.0,2023-08-11 14:43:31,2023-08-11 14:47:13
qth_0.75,0.0,0.033,4304.0,0.0,65661.0,5.9,0.0,16.0,2023-08-11 14:20:31,2023-08-11 14:20:33
qth_0.75,1.0,1.05,4304.5,0.0,61552.0,55.3,0.0,16.0,2023-08-11 14:21:13,2023-08-11 14:22:16
qth_0.75,2.0,0.5,4304.6,0.0,32748.0,75.7,0.0,16.0,2023-08-11 14:23:00,2023-08-11 14:23:31
qth_0.75,3.0,0.25,4304.6,0.0,18328.0,89.4,0.0,16.0,2023-08-11 14:24:14,2023-08-11 14:24:30
qth_0.5,0.0,7.733,4373.6,0.0,65661.0,60.1,0.0,50.0,2023-08-11 14:20:37,2023-08-11 14:28:21
qth_0.5,1.0,231.25,4375.7,0.0,1971800.0,99.1,0.0,50.0,2023-08-11 14:45:44,2023-08-11 18:37:00
qth_0.5,2.0,91.067,4383.8,0.0,968957.0,99.9,0.0,50.0,2023-08-11 18:45:27,2023-08-11 20:16:31
qth_0.5,3.0,36.133,4413.9,0.0,465068.0,100.0,0.0,50.0,2023-08-11 20:23:20,2023-08-11 20:59:29
qth_0.5,0.0,0.7,4307.9,0.0,65661.0,40.6,0.0,25.0,2023-08-11 14:20:36,2023-08-11 14:21:18
qth_0.5,1.0,23.633,4312.7,0.0,667100.0,91.1,0.0,25.0,2023-08-11 14:23:49,2023-08-11 14:47:27
qth_0.5,2.0,9.867,4313.4,0.0,321555.0,96.6,0.0,25.0,2023-08-11 14:49:49,2023-08-11 14:59:42
qth_0.5,3.0,4.3,4314.0,0.0,158007.0,98.4,0.0,25.0,2023-08-11 15:01:49,2023-08-11 15:06:08
qth_0.5,0.0,0.117,4304.1,0.0,65661.0,17.5,0.0,16.0,2023-08-11 14:20:34,2023-08-11 14:20:42
qth_0.5,1.0,3.45,4305.2,0.0,183904.0,59.3,0.0,16.0,2023-08-11 14:21:33,2023-08-11 14:25:00
qth_0.5,2.0,1.433,4305.4,0.0,86078.0,69.1,0.0,16.0,2023-08-11 14:25:53,2023-08-11 14:27:20
qth_0.5,3.0,0.6,4305.4,0.0,38192.0,75.1,0.0,16.0,2023-08-11 14:28:13,2023-08-11 14:28:49
qth_0.25,0.0,7.05,4341.1,0.0,65661.0,60.5,0.0,50.0,2023-08-11 14:20:41,2023-08-11 14:27:45
qth_0.25,1.0,206.3,4379.9,0.0,1986300.0,99.0,0.0,50.0,2023-08-11 14:43:00,2023-08-11 18:09:18
qth_0.25,2.0,103.733,4383.3,0.0,1217150.0,99.9,0.0,50.0,2023-08-11 18:16:45,2023-08-11 20:00:29
qth_0.25,3.0,59.1,4383.3,0.0,830106.0,100.0,0.0,50.0,2023-08-11 20:06:43,2023-08-11 21:05:49
qth_0.25,0.0,0.55,4308.0,0.0,65661.0,35.7,0.0,25.0,2023-08-11 14:20:41,2023-08-11 14:21:15
qth_0.25,1.0,18.9,4315.7,0.0,585800.0,85.6,0.0,25.0,2023-08-11 14:23:20,2023-08-11 14:42:14
qth_0.25,2.0,9.567,4316.5,0.0,340181.0,94.5,0.0,25.0,2023-08-11 14:44:07,2023-08-11 14:53:42
qth_0.25,3.0,5.533,4317.4,0.0,220389.0,97.7,0.0,25.0,2023-08-11 14:55:28,2023-08-11 15:01:01
qth_0.25,0.0,0.05,4304.1,0.0,65661.0,9.2,0.0,16.0,2023-08-11 14:20:40,2023-08-11 14:20:44
qth_0.25,1.0,1.683,4305.2,0.0,96624.0,52.3,0.0,16.0,2023-08-11 14:21:25,2023-08-11 14:23:07
qth_0.25,2.0,0.767,4305.3,0.0,50287.0,70.3,0.0,16.0,2023-08-11 14:23:50,2023-08-11 14:24:37
qth_0.25,3.0,0.367,4305.3,0.0,26903.0,84.4,0.0,16.0,2023-08-11 14:25:20,2023-08-11 14:25:42
relu,0.0,7.1,4340.1,0.0,65661.0,58.8,0.0,50.0,2023-08-11 14:20:46,2023-08-11 14:27:53
relu,1.0,212.817,4373.3,0.0,1930200.0,98.8,0.0,50.0,2023-08-11 14:43:54,2023-08-11 18:16:43
relu,2.0,87.667,4378.2,0.0,961341.0,99.8,0.0,50.0,2023-08-11 18:24:47,2023-08-11 19:52:28
relu,3.0,37.017,4381.3,0.0,474269.0,100.0,0.0,50.0,2023-08-11 19:59:08,2023-08-11 20:36:09
relu,0.0,0.733,4307.8,0.0,65661.0,38.4,0.0,25.0,2023-08-11 14:26:42,2023-08-11 14:27:26
relu,1.0,21.35,4311.6,0.0,630725.0,89.9,0.0,25.0,2023-08-11 14:29:51,2023-08-11 14:51:13
relu,2.0,8.9,4312.1,0.0,308864.0,96.1,0.0,25.0,2023-08-11 14:53:22,2023-08-11 15:02:17
relu,3.0,3.95,4312.3,0.0,156203.0,98.2,0.0,25.0,2023-08-11 15:04:15,2023-08-11 15:08:13
relu,0.0,0.1,4304.1,0.0,65661.0,14.0,0.0,16.0,2023-08-11 14:27:49,2023-08-11 14:27:56
relu,1.0,2.7,4305.2,0.0,147440.0,57.7,0.0,16.0,2023-08-11 14:28:50,2023-08-11 14:31:32
relu,2.0,1.117,4305.4,0.0,69071.0,68.4,0.0,16.0,2023-08-11 14:32:20,2023-08-11 14:33:28
relu,3.0,0.483,4305.4,0.0,30880.0,75.5,0.0,16.0,2023-08-11 14:34:16,2023-08-11 14:34:45
mean,0.0,7.367,4340.2,0.0,65661.0,59.0,0.0,50.0,2023-08-11 14:31:11,2023-08-11 14:38:34
mean,1.0,210.767,4374.2,0.0,1937000.0,98.9,0.0,50.0,2023-08-11 14:54:51,2023-08-11 18:25:38
mean,2.0,88.5,4374.4,0.0,965717.0,99.8,0.0,50.0,2023-08-11 18:34:03,2023-08-11 20:02:33
