optim,batchsize,lr,regularization,L2,L1,dropout,test_accuracy,test_loss,train_accuracy,train_loss,time
Adam,128.0,0.001,L1,0.0,0.001,0.0,0.27800002694129944,2.514647662639618,0.4494999945163727,1.4756414030171647,94.745
SGD,64.0,0.001,L1,0.0,0.001,0.0,0.2760000228881836,1.90170419216156,0.28669998049736023,1.927264057147275,101.435
Adam,256.0,0.001,L2,0.01,0.0,0.0,0.27400001883506775,2.147220253944397,0.5033999681472778,1.3861611187458038,67.825
Adam,256.0,0.001,L2,0.01,0.0,0.0,0.27400001883506775,2.147220253944397,0.5033999681472778,1.3861611187458038,67.825
Adam,32.0,0.001,Elastic,0.01,0.001,0.0,0.2720000147819519,1.9247475787997246,0.26269999146461487,1.8745957060743825,252.631
SGD,128.0,0.001,L2,0.01,0.0,0.0,0.24400001764297485,2.049205780029297,0.24789999425411224,2.0342265669303603,85.731
SGD,128.0,0.001,L2,0.01,0.0,0.0,0.24400001764297485,2.049205780029297,0.24789999425411224,2.0342265669303603,85.731
Adam,128.0,0.001,Elastic,0.001,0.001,0.0,0.24000000953674316,2.206230580806732,0.3967999815940857,1.5636931899227673,89.367
SGD,128.0,0.001,L1,0.0,0.01,0.0,0.23800000548362732,2.032417744398117,0.2700999975204468,1.9783836527715755,67.132
Adam,64.0,0.001,L1,0.0,0.001,0.0,0.23800000548362732,2.1242187321186066,0.4032000005245209,1.564401279589173,162.187
SGD,128.0,0.001,Elastic,0.01,0.001,0.0,0.23400001227855682,1.9857259094715118,0.2708999812602997,1.9494692388969133,93.711
SGD,128.0,0.001,Elastic,0.001,0.01,0.0,0.22600001096725464,2.0771419405937195,0.22909998893737793,2.0613094749329965,81.928
SGD,128.0,0.001,No Regularization,0.0,0.0,0.0,0.22600001096725464,2.108272969722748,0.24329999089241028,2.0305994839607915,57.407
Adam,64.0,0.001,L2,0.01,0.0,0.0,0.2160000056028366,1.8732791990041733,0.3896999955177307,1.60093249864639,144.541
Adam,64.0,0.001,L2,0.01,0.0,0.0,0.2160000056028366,1.8732791990041733,0.3896999955177307,1.60093249864639,144.541
SGD,128.0,0.001,L1,0.0,0.001,0.0,0.2120000123977661,2.0879411101341248,0.24929998815059662,2.048241895965383,67.971
SGD,128.0,0.001,L2,0.001,0.0,0.0,0.2120000123977661,2.1203821301460266,0.23709999024868011,2.071171410476105,80.387
SGD,128.0,0.001,L2,0.001,0.0,0.0,0.2120000123977661,2.1203821301460266,0.23709999024868011,2.071171410476105,80.387
SGD,128.0,0.001,Elastic,0.01,0.01,0.0,0.21000000834465027,2.0729990005493164,0.23719999194145203,2.0597815362713003,94.479
SGD,128.0,0.001,Elastic,0.001,0.001,0.0,0.19600000977516174,2.2078994512557983,0.210099995136261,2.1784296729896644,98.739
SGD,256.0,0.001,Elastic,0.001,0.01,0.0,0.1900000125169754,2.215461492538452,0.1981000006198883,2.2107160806655886,61.818
Adam,64.0,0.001,L1,0.0,0.01,0.0,0.18800000846385956,2.0819478929042816,0.19200000166893005,2.1202536828958305,175.832
SGD,256.0,0.001,L1,0.0,0.01,0.0,0.18800000846385956,2.173256278038025,0.2019999921321869,2.1519365459680557,51.249
Adam,64.0,0.001,Elastic,0.01,0.001,0.0,0.1860000044107437,2.013390824198723,0.20329999923706055,1.9549281612323348,143.583
SGD,256.0,0.001,Elastic,0.01,0.001,0.0,0.1860000044107437,2.189805507659912,0.2141999900341034,2.12634491622448,67.616
SGD,256.0,0.001,L2,0.01,0.0,0.0,0.1860000044107437,2.2148972749710083,0.2012999951839447,2.185409337282181,79.643
SGD,256.0,0.001,L2,0.01,0.0,0.0,0.1860000044107437,2.2148972749710083,0.2012999951839447,2.185409337282181,79.643
SGD,256.0,0.001,L2,0.001,0.0,0.0,0.1860000044107437,2.295706868171692,0.17159999907016754,2.229239732027054,68.155
SGD,256.0,0.001,L2,0.001,0.0,0.0,0.1860000044107437,2.295706868171692,0.17159999907016754,2.229239732027054,68.155
SGD,256.0,0.001,No Regularization,0.0,0.0,0.0,0.17600001394748688,2.221284031867981,0.20089998841285706,2.146107691526413,42.876
SGD,256.0,0.001,Elastic,0.001,0.001,0.0,0.17600001394748688,2.2760263681411743,0.1881999969482422,2.2105757296085358,66.226
SGD,256.0,0.001,L1,0.0,0.001,0.0,0.1680000126361847,2.2171788215637207,0.18159998953342438,2.2199694991111754,48.098
Adam,256.0,0.001,L1,0.0,0.001,0.0,0.1600000113248825,2.3284099102020264,0.3902999758720398,1.6172292143106461,61.101
SGD,256.0,0.001,Elastic,0.01,0.01,0.0,0.14600001275539398,2.2623249292373657,0.21289999783039093,2.1396409451961516,86.919
Adam,128.0,0.001,Elastic,0.001,0.01,0.0,0.1420000046491623,2.259114384651184,0.13609999418258667,2.2699705679205398,86.645
Adam,128.0,0.001,Elastic,0.01,0.001,0.0,0.13199999928474426,2.317735433578491,0.2888999879360199,1.838110729108883,87.498
Adam,256.0,0.001,Elastic,0.001,0.001,0.0,0.1300000101327896,2.5413005352020264,0.45799997448921204,1.4603499084711076,61.656
Adam,256.0,0.001,Elastic,0.01,0.01,0.0,0.11400000751018524,2.2908201217651367,0.16619999706745148,2.2093006372451782,79.93
Adam,128.0,0.001,L1,0.0,0.01,0.0,0.11000000685453415,2.3000141382217407,0.15889999270439148,2.264050335823735,89.951
Adam,32.0,0.001,Elastic,0.001,0.01,0.0,0.10000000149011612,2.302584871649742,0.09629999846220016,2.3026398347970396,255.547
Adam,64.0,0.001,Elastic,0.01,0.01,0.0,0.10000000149011612,2.3025870323181152,0.09759999811649323,2.3026172583270226,146.302
Adam,32.0,0.001,Elastic,0.01,0.01,0.0,0.10000000149011612,2.3025887310504913,0.09989999979734421,2.3026312121187154,252.329
Adam,64.0,0.001,Elastic,0.001,0.01,0.0,0.10000000149011612,2.3036223351955414,0.1485999971628189,2.22147714104622,142.809
Adam,256.0,0.001,Elastic,0.001,0.01,0.0,0.10000000149011612,2.315507411956787,0.17649999260902405,2.1501749992370605,60.92
Adam,256.0,0.001,Elastic,0.01,0.001,0.0,0.10000000149011612,2.5315046310424805,0.32679998874664307,1.7730817943811417,70.303
Adam,32.0,0.001,L1,0.0,0.01,0.0,0.10000000149011612,2.55141881108284,0.1841999888420105,1.9684401087867567,229.342
Adam,128.0,0.001,Elastic,0.01,0.01,0.0,0.10000000149011612,13565.438720703125,0.1264999955892563,2.286082394515412,92.097
Adam,256.0,0.001,L1,0.0,0.01,0.0,0.04800000041723251,2.3159728050231934,0.15160000324249268,2.2347900211811065,55.397
