thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time
qth_0.75,0.0,0.267,4305.5,0.0,58197.0,12.9,0.0,30.0,2023-08-11 13:39:22,2023-08-11 13:39:38
qth_0.75,1.0,7.3,4308.6,0.0,225690.0,86.3,0.0,30.0,2023-08-11 13:42:00,2023-08-11 13:49:19
qth_0.75,2.0,2.45,4309.1,0.0,128034.0,97.1,0.0,30.0,2023-08-11 13:50:20,2023-08-11 13:52:47
qth_0.75,3.0,1.517,4309.1,0.0,82066.0,99.5,0.0,30.0,2023-08-11 13:53:48,2023-08-11 13:55:19
qth_0.75,0.0,0.017,4303.9,0.0,58197.0,3.1,0.0,17.0,2023-08-11 13:39:16,2023-08-11 13:39:18
qth_0.75,1.0,0.583,4304.4,0.0,31127.0,67.0,0.0,17.0,2023-08-11 13:40:06,2023-08-11 13:40:41
qth_0.75,2.0,0.267,4304.4,0.0,16548.0,84.6,0.0,17.0,2023-08-11 13:41:28,2023-08-11 13:41:44
qth_0.75,3.0,0.133,4304.4,0.0,9279.0,94.0,0.0,17.0,2023-08-11 13:42:28,2023-08-11 13:42:36
qth_0.75,0.0,0.0,4303.5,0.0,58197.0,0.5,0.0,10.0,2023-08-11 13:39:14,2023-08-11 13:39:15
qth_0.75,1.0,0.033,4303.6,0.0,3170.0,39.6,0.0,10.0,2023-08-11 13:39:46,2023-08-11 13:39:49
qth_0.75,2.0,0.017,4303.6,0.0,1459.0,56.7,0.0,10.0,2023-08-11 13:40:22,2023-08-11 13:40:23
qth_0.75,3.0,0.0,4303.6,0.0,671.0,65.4,0.0,10.0,2023-08-11 13:40:55,2023-08-11 13:40:56
qth_0.5,0.0,1.0,4308.8,0.0,58197.0,40.5,0.0,30.0,2023-08-11 13:39:21,2023-08-11 13:40:21
qth_0.5,1.0,18.083,4315.8,0.0,707370.0,88.8,0.0,30.0,2023-08-11 13:43:57,2023-08-11 14:02:02
qth_0.5,2.0,5.083,4316.3,0.0,325603.0,96.3,0.0,30.0,2023-08-11 14:03:22,2023-08-11 14:08:28
qth_0.5,3.0,1.767,4316.7,0.0,157637.0,98.6,0.0,30.0,2023-08-11 14:09:21,2023-08-11 14:11:07
qth_0.5,0.0,0.083,4304.1,0.0,58197.0,10.9,0.0,17.0,2023-08-11 13:39:18,2023-08-11 13:39:23
qth_0.5,1.0,2.15,4305.4,0.0,107610.0,62.9,0.0,17.0,2023-08-11 13:40:23,2023-08-11 13:42:32
qth_0.5,2.0,0.867,4305.4,0.0,52389.0,76.5,0.0,17.0,2023-08-11 13:43:24,2023-08-11 13:44:16
qth_0.5,3.0,0.333,4305.4,0.0,25533.0,85.1,0.0,17.0,2023-08-11 13:45:06,2023-08-11 13:45:27
qth_0.5,0.0,0.0,4303.6,0.0,58197.0,1.2,0.0,10.0,2023-08-11 13:39:14,2023-08-11 13:39:15
qth_0.5,1.0,0.083,4303.7,0.0,6970.0,19.3,0.0,10.0,2023-08-11 13:39:49,2023-08-11 13:39:55
qth_0.5,2.0,0.033,4303.7,0.0,3150.0,25.1,0.0,10.0,2023-08-11 13:40:29,2023-08-11 13:40:31
qth_0.5,3.0,0.017,4303.7,0.0,1451.0,26.5,0.0,10.0,2023-08-11 13:41:05,2023-08-11 13:41:06
qth_0.25,0.0,1.0,4309.0,0.0,58197.0,45.0,0.0,30.0,2023-08-11 13:39:23,2023-08-11 13:40:24
qth_0.25,1.0,18.5,4317.6,0.0,785730.0,85.9,0.0,30.0,2023-08-11 13:43:41,2023-08-11 14:02:12
qth_0.25,2.0,6.017,4319.5,0.0,448570.0,96.0,0.0,30.0,2023-08-11 14:03:24,2023-08-11 14:09:26
qth_0.25,3.0,2.667,4320.7,0.0,293099.0,98.8,0.0,30.0,2023-08-11 14:10:13,2023-08-11 14:12:54
qth_0.25,0.0,0.067,4304.1,0.0,58197.0,8.5,0.0,17.0,2023-08-11 13:39:19,2023-08-11 13:39:23
qth_0.25,1.0,1.683,4305.3,0.0,84558.0,57.1,0.0,17.0,2023-08-11 13:40:20,2023-08-11 13:42:01
qth_0.25,2.0,0.717,4305.4,0.0,43885.0,75.1,0.0,17.0,2023-08-11 13:42:47,2023-08-11 13:43:31
