thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time
mean,0.0,0.0,4303.4,0.0,66536.0,0.0,0.0,5.0,2023-08-14 09:02:25,2023-08-14 09:02:25
mean,1.0,0.0,4303.4,0.0,160.0,0.0,0.0,5.0,2023-08-14 09:02:42,2023-08-14 09:02:42
mean,2.0,0.0,4303.4,0.0,64.0,0.0,0.0,5.0,2023-08-14 09:02:58,2023-08-14 09:02:58
mean,3.0,0.0,4303.4,0.0,24.0,0.0,0.0,5.0,2023-08-14 09:03:14,2023-08-14 09:03:14
