y,total_count,total_misclassified,unrecognized,unrecognized_and_misclassified,unrecognized_and_classified,NPR,NPV,specificity,eta,subset_name,num_neurons,stage,thld
0,5997,258,142,142,0,0.0236785059196264,1.0,0.5503875968992248,0,,30,train,qth_0.25
1,5997,35,13,13,0,0.0021677505419376,1.0,0.37142857142857144,0,,30,train,qth_0.25
2,5997,258,83,83,0,0.0138402534600633,1.0,0.32170542635658916,0,,30,train,qth_0.25
3,5997,173,58,58,0,0.0096715024178756,1.0,0.3352601156069364,0,,30,train,qth_0.25
4,5994,306,103,103,0,0.0171838505171838,1.0,0.3366013071895425,0,,30,train,qth_0.25
5,5996,57,23,23,0,0.0038358905937291,1.0,0.40350877192982454,0,,30,train,qth_0.25
6,5995,1135,456,456,0,0.0760633861551292,1.0,0.4017621145374449,0,,30,train,qth_0.25
7,5998,167,94,94,0,0.01567189063021,1.0,0.562874251497006,0,,30,train,qth_0.25
8,5999,18,7,7,0,0.0011668611435239,1.0,0.3888888888888889,0,,30,train,qth_0.25
9,5998,60,28,28,0,0.0046682227409136,1.0,0.4666666666666667,0,,30,train,qth_0.25
all,59968,2467,1007,1007,0,0.0167922892209178,1.0,0.4081880826915282,0,,30,train,qth_0.25
0,5997,258,142,142,0,0.0236785059196264,1.0,0.5503875968992248,1,,30,train,qth_0.25
1,5997,35,13,13,0,0.0021677505419376,1.0,0.37142857142857144,1,,30,train,qth_0.25
2,5997,258,83,83,0,0.0138402534600633,1.0,0.32170542635658916,1,,30,train,qth_0.25
3,5997,173,58,58,0,0.0096715024178756,1.0,0.3352601156069364,1,,30,train,qth_0.25
4,5994,306,103,103,0,0.0171838505171838,1.0,0.3366013071895425,1,,30,train,qth_0.25
5,5996,57,23,23,0,0.0038358905937291,1.0,0.40350877192982454,1,,30,train,qth_0.25
6,5995,1135,456,456,0,0.0760633861551292,1.0,0.4017621145374449,1,,30,train,qth_0.25
7,5998,167,94,94,0,0.01567189063021,1.0,0.562874251497006,1,,30,train,qth_0.25
8,5999,18,7,7,0,0.0011668611435239,1.0,0.3888888888888889,1,,30,train,qth_0.25
9,5998,60,28,28,0,0.0046682227409136,1.0,0.4666666666666667,1,,30,train,qth_0.25
all,59968,2467,1007,1007,0,0.0167922892209178,1.0,0.4081880826915282,1,,30,train,qth_0.25
0,5997,258,142,142,0,0.0236785059196264,1.0,0.5503875968992248,2,,30,train,qth_0.25
1,5997,35,13,13,0,0.0021677505419376,1.0,0.37142857142857144,2,,30,train,qth_0.25
2,5997,258,83,83,0,0.0138402534600633,1.0,0.32170542635658916,2,,30,train,qth_0.25
3,5997,173,58,58,0,0.0096715024178756,1.0,0.3352601156069364,2,,30,train,qth_0.25
4,5994,306,103,103,0,0.0171838505171838,1.0,0.3366013071895425,2,,30,train,qth_0.25
5,5996,57,23,23,0,0.0038358905937291,1.0,0.40350877192982454,2,,30,train,qth_0.25
6,5995,1135,456,456,0,0.0760633861551292,1.0,0.4017621145374449,2,,30,train,qth_0.25
7,5998,167,94,94,0,0.01567189063021,1.0,0.562874251497006,2,,30,train,qth_0.25
8,5999,18,7,7,0,0.0011668611435239,1.0,0.3888888888888889,2,,30,train,qth_0.25
9,5998,60,28,28,0,0.0046682227409136,1.0,0.4666666666666667,2,,30,train,qth_0.25
all,59968,2467,1007,1007,0,0.0167922892209178,1.0,0.4081880826915282,2,,30,train,qth_0.25
0,5997,258,142,142,0,0.0236785059196264,1.0,0.5503875968992248,3,,30,train,qth_0.25
1,5997,35,13,13,0,0.0021677505419376,1.0,0.37142857142857144,3,,30,train,qth_0.25
2,5997,258,83,83,0,0.0138402534600633,1.0,0.32170542635658916,3,,30,train,qth_0.25
3,5997,173,58,58,0,0.0096715024178756,1.0,0.3352601156069364,3,,30,train,qth_0.25
4,5994,306,103,103,0,0.0171838505171838,1.0,0.3366013071895425,3,,30,train,qth_0.25
5,5996,57,23,23,0,0.0038358905937291,1.0,0.40350877192982454,3,,30,train,qth_0.25
6,5995,1135,456,456,0,0.0760633861551292,1.0,0.4017621145374449,3,,30,train,qth_0.25
7,5998,167,94,94,0,0.01567189063021,1.0,0.562874251497006,3,,30,train,qth_0.25
8,5999,18,7,7,0,0.0011668611435239,1.0,0.3888888888888889,3,,30,train,qth_0.25
