thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time
mean,0.0,0.0,4303.6,0.0,57501.0,1.0,0.0,10.0,2023-08-11 13:45:08,2023-08-11 13:45:09
mean,1.0,0.067,4303.6,0.0,5690.0,29.3,0.0,10.0,2023-08-11 13:45:36,2023-08-11 13:45:40
mean,2.0,0.017,4303.6,0.0,2572.0,36.6,0.0,10.0,2023-08-11 13:46:06,2023-08-11 13:46:08
mean,3.0,0.0,4303.6,0.0,1050.0,44.6,0.0,10.0,2023-08-11 13:46:34,2023-08-11 13:46:34
