thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time
qth_0.75,0.0,0.317,4305.8,0.0,57501.0,16.2,0.0,30.0,2023-08-11 13:39:18,2023-08-11 13:39:37
qth_0.75,1.0,8.15,4309.3,0.0,278820.0,83.5,0.0,30.0,2023-08-11 13:42:20,2023-08-11 13:50:30
qth_0.75,2.0,3.133,4309.3,0.0,168830.0,95.7,0.0,30.0,2023-08-11 13:51:36,2023-08-11 13:54:45
qth_0.75,3.0,1.967,4309.3,0.0,114914.0,98.9,0.0,30.0,2023-08-11 13:55:51,2023-08-11 13:57:49
qth_0.75,0.0,0.0,4303.9,0.0,57501.0,2.4,0.0,16.0,2023-08-11 13:39:13,2023-08-11 13:39:14
qth_0.75,1.0,0.4,4304.0,0.0,22464.0,60.9,0.0,16.0,2023-08-11 13:39:57,2023-08-11 13:40:22
qth_0.75,2.0,0.167,4304.3,0.0,12278.0,83.3,0.0,16.0,2023-08-11 13:41:05,2023-08-11 13:41:16
qth_0.75,3.0,0.083,4304.3,0.0,7393.0,94.6,0.0,16.0,2023-08-11 13:41:58,2023-08-11 13:42:04
qth_0.75,0.0,0.0,4303.5,0.0,57501.0,0.4,0.0,10.0,2023-08-11 13:39:10,2023-08-11 13:39:11
qth_0.75,1.0,0.017,4303.5,0.0,2340.0,41.1,0.0,10.0,2023-08-11 13:39:42,2023-08-11 13:39:44
qth_0.75,2.0,0.0,4303.5,0.0,1150.0,62.1,0.0,10.0,2023-08-11 13:40:16,2023-08-11 13:40:17
qth_0.75,3.0,0.0,4303.6,0.0,566.0,79.9,0.0,10.0,2023-08-11 13:40:49,2023-08-11 13:40:49
qth_0.5,0.0,0.9,4308.4,0.0,57501.0,38.5,0.0,30.0,2023-08-11 13:39:17,2023-08-11 13:40:12
qth_0.5,1.0,17.067,4315.1,0.0,664080.0,88.5,0.0,30.0,2023-08-11 13:43:34,2023-08-11 14:00:39
qth_0.5,2.0,5.333,4315.1,0.0,320035.0,96.0,0.0,30.0,2023-08-11 14:01:53,2023-08-11 14:07:14
qth_0.5,3.0,1.75,4315.1,0.0,156570.0,98.4,0.0,30.0,2023-08-11 14:08:08,2023-08-11 14:09:54
qth_0.5,0.0,0.067,4304.0,0.0,57501.0,8.6,0.0,16.0,2023-08-11 13:39:13,2023-08-11 13:39:17
qth_0.5,1.0,1.5,4304.6,0.0,79424.0,59.9,0.0,16.0,2023-08-11 13:40:12,2023-08-11 13:41:42
qth_0.5,2.0,0.567,4304.6,0.0,36489.0,75.3,0.0,16.0,2023-08-11 13:42:29,2023-08-11 13:43:04
qth_0.5,3.0,0.233,4304.6,0.0,16202.0,83.2,0.0,16.0,2023-08-11 13:43:50,2023-08-11 13:44:05
qth_0.5,0.0,0.0,4303.6,0.0,57501.0,1.1,0.0,10.0,2023-08-11 13:39:10,2023-08-11 13:39:10
qth_0.5,1.0,0.083,4303.6,0.0,6170.0,22.6,0.0,10.0,2023-08-11 13:39:43,2023-08-11 13:39:49
qth_0.5,2.0,0.033,4303.6,0.0,2815.0,31.4,0.0,10.0,2023-08-11 13:40:23,2023-08-11 13:40:25
qth_0.5,3.0,0.0,4303.6,0.0,1190.0,43.5,0.0,10.0,2023-08-11 13:40:57,2023-08-11 13:40:58
qth_0.25,0.0,1.117,4309.0,0.0,57501.0,49.5,0.0,30.0,2023-08-11 13:39:18,2023-08-11 13:40:26
qth_0.25,1.0,19.883,4319.1,0.0,853620.0,86.0,0.0,30.0,2023-08-11 13:43:48,2023-08-11 14:03:41
qth_0.25,2.0,6.15,4320.8,0.0,506281.0,95.4,0.0,30.0,2023-08-11 14:04:55,2023-08-11 14:11:05
qth_0.25,3.0,3.433,4320.8,0.0,341013.0,98.6,0.0,30.0,2023-08-11 14:11:51,2023-08-11 14:15:17
qth_0.25,0.0,0.033,4304.0,0.0,57501.0,6.0,0.0,16.0,2023-08-11 13:39:16,2023-08-11 13:39:18
qth_0.25,1.0,1.0,4304.5,0.0,54992.0,52.6,0.0,16.0,2023-08-11 13:40:07,2023-08-11 13:41:08
qth_0.25,2.0,0.433,4304.6,0.0,28634.0,75.0,0.0,16.0,2023-08-11 13:41:54,2023-08-11 13:42:20
qth_0.25,3.0,0.217,4304.6,0.0,16199.0,87.2,0.0,16.0,2023-08-11 13:43:03,2023-08-11 13:43:17
qth_0.25,0.0,0.0,4303.5,0.0,57501.0,0.7,0.0,10.0,2023-08-11 13:39:14,2023-08-11 13:39:15
qth_0.25,1.0,0.05,4303.6,0.0,4030.0,27.9,0.0,10.0,2023-08-11 13:39:46,2023-08-11 13:39:50
qth_0.25,2.0,0.017,4303.6,0.0,1914.0,48.5,0.0,10.0,2023-08-11 13:40:22,2023-08-11 13:40:24
