thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time
qth_0.25,0.0,0.0,4303.4,0.0,65540.0,0.0,0.0,3.0,2023-08-11 13:34:20,2023-08-11 13:34:20
qth_0.25,1.0,0.0,4303.4,0.0,24.0,0.0,0.0,3.0,2023-08-11 13:34:44,2023-08-11 13:34:44
qth_0.25,2.0,0.0,4303.4,0.0,8.0,0.0,0.0,3.0,2023-08-11 13:35:09,2023-08-11 13:35:09
qth_0.25,3.0,0.0,4303.4,0.0,2.0,0.0,0.0,3.0,2023-08-11 13:35:36,2023-08-11 13:35:36
