thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time,subset_name
mean,0.0,38.733,4611.1,0.0,67689.0,94.7,0.0,100.0,2023-08-16 09:41:25,2023-08-16 10:20:10,None
mean,1.0,3745.017,4876.5,0.0,6410100.0,99.6,0.0,100.0,2023-08-16 11:19:53,2023-08-19 01:44:55,None
mean,2.0,1086.617,4876.5,0.0,3185299.0,100.0,0.0,100.0,2023-08-19 02:26:58,2023-08-19 20:33:36,None
mean,3.0,404.733,4940.9,0.0,1577134.0,100.0,0.0,100.0,2023-08-19 20:59:40,2023-08-20 03:44:26,None
