optim,batchsize,lr,regularization,L2,L1,dropout,test_accuracy,test_loss,train_accuracy,train_loss,time
SGD,32.0,0.01,Elastic,0.01,0.01,0.0,0.5300000309944153,1.4748226553201675,0.7046666741371155,0.9975866327285766,44.521
Adam,128.0,0.01,L1-Dropout,0.0,0.01,0.3,0.527999997138977,1.4670447409152985,0.7445833086967468,0.7507779173394467,32.159
Adam,32.0,0.01,L1,0.0,0.01,0.0,0.5100000500679016,1.4190455675125122,0.737583339214325,0.753472398519516,42.631
SGD,32.0,0.01,L1,0.0,0.01,0.0,0.5100000500679016,1.4938070997595787,0.706250011920929,0.9186070206960042,35.921
Adam,32.0,0.01,Elastic,0.001,0.01,0.0,0.49800002574920654,2.0449922680854797,0.6865000128746033,0.8213071829477946,46.07
Adam,32.0,0.01,Elastic,0.01,0.001,0.0,0.4880000352859497,1.5433406755328178,0.7607499957084656,0.718549942890803,47.599
Adam,64.0,0.01,L2,0.01,0.0,0.0,0.48000001907348633,1.5013795047998428,0.7983333468437195,0.6063884601314017,38.173
SGD,64.0,0.01,L1-Dropout,0.0,0.01,0.3,0.4280000329017639,1.4871898144483566,0.6984999775886536,0.910501574899288,29.671
SGD,64.0,0.01,Elastic,0.001,0.01,0.0,0.40800002217292786,1.7874212861061096,0.7114166617393494,0.8688405390749586,34.19
Adam,256.0,0.01,Elastic-Dropout,0.01,0.001,0.3,0.406000018119812,1.6594648957252502,0.7743332982063293,0.6577820321346851,36.984
SGD,128.0,0.01,L1-Dropout,0.0,0.01,0.3,0.4020000100135803,1.855006754398346,0.7583333253860474,0.7431738319549155,27.832
Adam,256.0,0.01,Elastic,0.001,0.01,0.0,0.398000031709671,1.8325809836387634,0.7849166393280029,0.6315881381643579,26.892
SGD,128.0,0.01,L1,0.0,0.01,0.0,0.3720000088214874,1.8469213247299194,0.7564166784286499,0.7580040981794925,28.674
SGD,128.0,0.01,Elastic,0.01,0.01,0.0,0.30800002813339233,2.0255934596061707,0.7384999990463257,0.8343914144850791,37.941
Adam,128.0,0.01,Elastic,0.01,0.01,0.0,0.29200002551078796,2.0534588396549225,0.7774166464805603,0.7231019532426874,27.168
SGD,64.0,0.01,Elastic,0.01,0.01,0.0,0.2540000081062317,2.3528731167316437,0.7068333029747009,0.9394487484972528,35.583
SGD,64.0,0.01,Elastic-Dropout,0.01,0.01,0.3,0.1380000114440918,5.702522158622742,0.6824166774749756,1.0049988662308835,32.648
SGD,64.0,0.01,L1,0.0,0.01,0.0,0.10000000149011612,3.6022001206874847,0.6984166502952576,0.8911377806612786,35.547
