y,total_count,total_misclassified,unrecognized,unrecognized_and_misclassified,unrecognized_%,unrecognized_and_misclassified_%,unrecognized_misclassified_%,eta,subset_name,num_neurons,stage,thld
0,1538.0,22.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
1,1483.0,83.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
2,1473.0,85.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
3,1478.0,68.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
4,1528.0,75.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
5,1401.0,150.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
6,1521.0,13.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
7,1508.0,58.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
8,1497.0,30.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
9,1521.0,29.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
10,1447.0,29.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
11,1485.0,27.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
12,1478.0,13.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
13,1477.0,8.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
14,1485.0,0.0,0.0,0.0,0.0,0.0,0.0,0,top_third,10.0,train,qth_0.25
15,1460.0,10.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
16,1455.0,9.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
17,1478.0,1.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
18,1563.0,28.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
19,1504.0,78.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
20,1496.0,77.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
21,1455.0,43.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
22,1527.0,19.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
23,1467.0,27.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
24,1486.0,23.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
25,1503.0,56.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
26,1532.0,16.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
27,1519.0,28.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
28,1496.0,30.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
29,1496.0,17.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
30,1508.0,12.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
31,1472.0,62.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
32,1473.0,15.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
33,1464.0,145.0,2.0,2.0,0.0013661202185792,1.0,0.0137931034482758,0,top_third,10.0,train,qth_0.25
34,1519.0,97.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
35,1492.0,11.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
36,1484.0,119.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
37,1475.0,100.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
38,1401.0,93.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
39,1541.0,111.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
40,1489.0,21.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
41,1461.0,23.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
42,1432.0,22.0,0.0,0.0,0.0,0.0,1.0,0,top_third,10.0,train,qth_0.25
all,63968.0,1983.0,2.0,2.0,3.12656328164082e-05,1.0,0.0010085728693898,0,top_third,10.0,train,qth_0.25
0,1538.0,22.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
1,1483.0,83.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
2,1473.0,85.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
3,1478.0,68.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
4,1528.0,75.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
5,1401.0,150.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
6,1521.0,13.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
7,1508.0,58.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
8,1497.0,30.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
9,1521.0,29.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
10,1447.0,29.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
11,1485.0,27.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
12,1478.0,13.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
13,1477.0,8.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
14,1485.0,0.0,0.0,0.0,0.0,0.0,0.0,1,top_third,10.0,train,qth_0.25
15,1460.0,10.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
16,1455.0,9.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
17,1478.0,1.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
18,1563.0,28.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
19,1504.0,78.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
20,1496.0,77.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
21,1455.0,43.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
22,1527.0,19.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
23,1467.0,27.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
24,1486.0,23.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
25,1503.0,56.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
26,1532.0,16.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
27,1519.0,28.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
28,1496.0,30.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
29,1496.0,17.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
30,1508.0,12.0,0.0,0.0,0.0,0.0,1.0,1,top_third,10.0,train,qth_0.25
