thld,eta,build_time_min,size_mb,reorder_time_min,num_patterns,num_unique_patterns_%,num_reorder,num_neurons,start_time,end_time
qth_0.75,0.0,0.65,4307.9,0.0,61985.0,27.3,0.0,30.0,2023-08-11 13:34:36,2023-08-11 13:35:15
qth_0.75,1.0,15.983,4313.2,0.0,507300.0,88.2,0.0,30.0,2023-08-11 13:37:48,2023-08-11 13:53:47
qth_0.75,2.0,5.917,4314.6,0.0,311596.0,97.0,0.0,30.0,2023-08-11 13:55:12,2023-08-11 14:01:08
qth_0.75,3.0,3.333,4314.6,0.0,214004.0,99.2,0.0,30.0,2023-08-11 14:02:13,2023-08-11 14:05:34
qth_0.75,0.0,0.05,4304.0,0.0,61985.0,6.2,0.0,17.0,2023-08-11 13:34:34,2023-08-11 13:34:38
qth_0.75,1.0,1.1,4304.6,0.0,65161.0,61.1,0.0,17.0,2023-08-11 13:35:38,2023-08-11 13:36:45
qth_0.75,2.0,0.4,4304.8,0.0,35117.0,81.5,0.0,17.0,2023-08-11 13:37:18,2023-08-11 13:37:42
qth_0.75,3.0,0.283,4304.8,0.0,20708.0,92.7,0.0,17.0,2023-08-11 13:38:12,2023-08-11 13:38:30
qth_0.75,0.0,0.0,4303.5,0.0,61985.0,0.7,0.0,10.0,2023-08-11 13:34:32,2023-08-11 13:34:33
qth_0.75,1.0,0.05,4303.6,0.0,4460.0,28.4,0.0,10.0,2023-08-11 13:35:06,2023-08-11 13:35:10
qth_0.75,2.0,0.033,4303.6,0.0,2039.0,48.4,0.0,10.0,2023-08-11 13:35:44,2023-08-11 13:35:46
qth_0.75,3.0,0.0,4303.6,0.0,947.0,65.4,0.0,10.0,2023-08-11 13:36:18,2023-08-11 13:36:18
qth_0.5,0.0,1.317,4312.9,0.0,61985.0,42.7,0.0,30.0,2023-08-11 13:34:38,2023-08-11 13:35:58
qth_0.5,1.0,24.917,4316.4,0.0,793410.0,94.4,0.0,30.0,2023-08-11 13:39:12,2023-08-11 14:04:08
qth_0.5,2.0,5.767,4316.6,0.0,378896.0,98.3,0.0,30.0,2023-08-11 14:05:44,2023-08-11 14:11:31
qth_0.5,3.0,2.4,4319.6,0.0,178263.0,99.5,0.0,30.0,2023-08-11 14:12:26,2023-08-11 14:14:51
qth_0.5,0.0,0.183,4304.2,0.0,61985.0,19.6,0.0,17.0,2023-08-11 13:34:36,2023-08-11 13:34:47
qth_0.5,1.0,3.233,4305.2,0.0,206992.0,69.6,0.0,17.0,2023-08-11 13:35:58,2023-08-11 13:39:12
qth_0.5,2.0,1.767,4305.3,0.0,96064.0,79.5,0.0,17.0,2023-08-11 13:40:15,2023-08-11 13:42:02
qth_0.5,3.0,0.7,4305.6,0.0,44232.0,85.5,0.0,17.0,2023-08-11 13:43:00,2023-08-11 13:43:43
qth_0.5,0.0,0.0,4303.6,0.0,61985.0,1.6,0.0,10.0,2023-08-11 13:34:33,2023-08-11 13:34:34
qth_0.5,1.0,0.15,4303.6,0.0,9990.0,2.2,0.0,10.0,2023-08-11 13:35:09,2023-08-11 13:35:18
qth_0.5,2.0,0.067,4303.6,0.0,4500.0,2.3,0.0,10.0,2023-08-11 13:35:53,2023-08-11 13:35:57
qth_0.5,3.0,0.017,4303.6,0.0,2002.0,2.3,0.0,10.0,2023-08-11 13:36:26,2023-08-11 13:36:28
qth_0.25,0.0,1.2,4309.4,0.0,61985.0,45.6,0.0,30.0,2023-08-11 13:34:41,2023-08-11 13:35:54
qth_0.25,1.0,23.733,4320.4,0.0,848370.0,91.6,0.0,30.0,2023-08-11 13:38:38,2023-08-11 14:02:23
qth_0.25,2.0,7.083,4321.6,0.0,509131.0,97.6,0.0,30.0,2023-08-11 14:03:45,2023-08-11 14:10:51
qth_0.25,3.0,3.95,4324.4,0.0,342750.0,99.4,0.0,30.0,2023-08-11 14:11:42,2023-08-11 14:15:40
qth_0.25,0.0,0.1,4304.2,0.0,61985.0,11.5,0.0,17.0,2023-08-11 13:34:38,2023-08-11 13:34:45
qth_0.25,1.0,1.85,4305.3,0.0,121278.0,57.8,0.0,17.0,2023-08-11 13:35:46,2023-08-11 13:37:38
qth_0.25,2.0,1.0,4305.5,0.0,62944.0,76.5,0.0,17.0,2023-08-11 13:38:09,2023-08-11 13:39:10
qth_0.25,3.0,0.55,4305.5,0.0,35427.0,88.3,0.0,17.0,2023-08-11 13:40:01,2023-08-11 13:40:35
qth_0.25,0.0,0.0,4303.6,0.0,61985.0,1.0,0.0,10.0,2023-08-11 13:34:37,2023-08-11 13:34:37
