lhl,optim,scheduler,epochs,best_epoch,train_losses,test_losses,train_accs,test_accs,train_loss,test_loss,train_acc,test_acc
5,AdamW,MultiStepLR,10,4,"[1.2028036258136705, 0.7851439809532023, 0.7006176944857855, 0.6684133862100518, 0.6484553241742459, 0.6270198490601848, 0.6083381550352754, 0.5928182265102037, 0.5768562616380836, 0.5742310018396938]","[0.5973206741305498, 0.3703277836052271, 0.38169752882841307, 0.27663207861284417, 0.25190264196732104, 0.28065729160339403, 0.24873337354988623, 0.2648570708548411, 0.25037174514279914, 0.24720458767544]","[0.6148779392242432, 0.7385938763618469, 0.7495163679122925, 0.753301739692688, 0.7573705911636353, 0.7621397972106934, 0.7697104811668396, 0.7762640118598938, 0.7805662751197815, 0.7812166213989258]","[0.8855168223381042, 0.8947315812110901, 0.8834134936332703, 0.9128605723381042, 0.9171674847602844, 0.9086538553237915, 0.9154647588729858, 0.9133613705635071, 0.9155648946762085, 0.9171674847602844]",0.1930084486304123,0.251902641967321,0.9402347803115844,0.9171674847602844
30,AdamW,MultiStepLR,14,8,"[0.7745272326367642, 0.6729845691516025, 0.6453846398196327, 0.6361632104426336, 0.6237899968311142, 0.6057848659688915, 0.5860496483655724, 0.5762356517154608, 0.5733927173923657, 0.5558623050676466, 0.5492569933324384, 0.544852088934075, 0.5344335041630103, 0.5334716892643189]","[0.3365039523595419, 0.2983704012555954, 0.27834735667476285, 0.24768615557024112, 0.24384924115087742, 0.2519497975993615, 0.23071947168463317, 0.2310628654100956, 0.21859377620216364, 0.23655557360213536, 0.23157582009354463, 0.21497236204166442, 0.2594917145772622, 0.23571775643489298]","[0.7116461992263794, 0.7438634037971497, 0.7540020942687988, 0.7562366127967834, 0.7608391046524048, 0.7669090032577515, 0.7753301858901978, 0.7789987921714783, 0.7790988087654114, 0.7851020097732544, 0.7885705232620239, 0.7905216217041016, 0.7936232686042786, 0.7939233779907227]","[0.8779046535491943, 0.8881210088729858, 0.9025440812110901, 0.9132612347602844, 0.9155648946762085, 0.9115585088729858, 0.9174679517745972, 0.9185697436332703, 0.9246795177459717, 0.9153646230697632, 0.9202724695205688, 0.9242788553237915, 0.9138621687889099, 0.9186698794364929]",0.1278393691685945,0.2185937762021636,0.9588780403137208,0.9246795177459716
60,AdamW,MultiStepLR,16,10,"[0.7630208693166426, 0.6653183381547286, 0.6427273311698959, 0.630384036481953, 0.6184829403681078, 0.5987676138430039, 0.5944128278543499, 0.5802164018281368, 0.5676181267235297, 0.5529783961930677, 0.5454062443850771, 0.5413896318529051, 0.5360281542341127, 0.5352681523771398, 0.5315102791232768, 0.5233132294841357]","[0.30950055973461044, 0.29611674466958415, 0.25754130574373096, 0.2519658281921576, 0.23600840845551246, 0.24179765863869435, 0.23334088592002025, 0.23858650854955882, 0.22656123063121086, 0.26409543931293183, 0.22986715148465756, 0.255937733185979, 0.26580914019201046, 0.2573651113332464, 0.29871090709303433, 0.2306004154185454]","[0.7137806415557861, 0.7455642819404602, 0.7549026012420654, 0.7591215372085571, 0.7638406753540039, 0.770694375038147, 0.771628201007843, 0.7776480317115784, 0.7823505401611328, 0.7867695689201355, 0.7902881503105164, 0.7909718155860901, 0.792722761631012, 0.7933230996131897, 0.7946738004684448, 0.7981256246566772]","[0.8851162195205688, 0.8982371687889099, 0.9075521230697632, 0.9096554517745972, 0.9168670177459717, 0.9159655570983887, 0.9202724695205688, 0.9157652258872986, 0.9213742017745972, 0.911959171295166, 0.9219751954078674, 0.9155648946762085, 0.911959171295166, 0.9170673489570618, 0.9046474695205688, 0.9209735989570618]",0.1194625107637082,0.2298671514846575,0.9618296027183532,0.9219751954078674
100,AdamW,MultiStepLR,28,22,"[0.762085282751692, 0.6672589807207582, 0.6425773240904161, 0.6354407182434453, 0.6292375412033105, 0.6100341893470147, 0.5959927766974479, 0.5803048601622516, 0.5678664273487974, 0.5642653959092615, 0.553116826024483, 0.5473870346869323, 0.5385554693838066, 0.533772524211679, 0.53525502415197, 0.5275118513193813, 0.5163986335410126, 0.5154096324994699, 0.5216705182541397, 0.5163129057930017, 0.4923994807226299, 0.4793106101079583, 0.468949313057843, 0.46987440326552254, 0.46569059412278385, 0.4615862075171832, 0.4598875839020679, 0.4614852943090899]","[0.31833969667935985, 0.29941295698667186, 0.26483498508922565, 0.2751122318590299, 0.2515572425551139, 0.23959138645575598, 0.2371152388648345, 0.22619372630157533, 0.23623409332373205, 0.23596297562695467, 0.2207935077544206, 0.2407231627462002, 0.24473390088249475, 0.2348440507761179, 0.22917401012128744, 0.22107019499899486, 0.24419114000808734, 0.23443666709443697, 0.24654880275902075, 0.24948734126220912, 0.20884155976371124, 0.21422536635341552, 0.22065212751905888, 0.22888449295304525, 0.23859038449919376, 0.2438979642943312, 0.2483704308143411, 0.2555243524674995]","[0.7136639356613159, 0.7456643581390381, 0.7557530403137207, 0.7569703459739685, 0.759505033493042, 0.7669090032577515, 0.7711445689201355, 0.7766808867454529, 0.7822505235671997, 0.7837513089179993, 0.7874699831008911, 0.7886539101600647, 0.7909218072891235, 0.7943236231803894, 0.7928561568260193, 0.7956410050392151, 0.8007270097732544, 0.8007770776748657, 0.7981256246566772, 0.8007270097732544, 0.8093315958976746, 0.8152180910110474, 0.819420337677002, 0.8193202614784241, 0.8216882348060608, 0.821404755115509, 0.8213379979133606, 0.8212713003158569]","[0.8880208730697632, 0.8934295177459717, 0.9044471383094788, 0.9013421535491943, 0.9114583730697632, 0.9125601053237915, 0.9185697436332703, 0.919771671295166, 0.9156650900840759, 0.9173678159713745, 0.9203726053237915, 0.9182692170143127, 0.9194711446762085, 0.9195713400840759, 0.9200721383094788, 0.9208734035491943, 0.9195713400840759, 0.9208734035491943, 0.9189703464508057, 0.9162660241127014, 0.9302884936332703, 0.9318910241127014, 0.9324920177459717, 0.9315905570983887, 0.9322916865348816, 0.9318910241127014, 0.9316906929016113, 0.9307892918586731]",0.022845006612474406,0.22065212751905888,0.9971818327903748,0.9324920177459717
150,AdamW,MultiStepLR,16,10,"[0.7662065759412507, 0.6692876638635882, 0.6536170002172443, 0.6378501679116151, 0.6222556238813105, 0.6022187798992674, 0.5908207564337403, 0.582881819015506, 0.5707428542024425, 0.5643189470885022, 0.5560040345441315, 0.5438943924491663, 0.5383021122395293, 0.5385040094561103, 0.5257842305534804, 0.5177610601788524]","[0.32832157010069263, 0.2858884006452102, 0.25552433179930234, 0.24612901899486017, 0.2694218877989512, 0.25948048956119096, 0.2436834161575788, 0.24282190645447907, 0.23157698727953127, 0.24542486973297903, 0.23414417475653002, 0.2492279400332616, 0.24395549137336323, 0.2536887596958341, 0.24473171311024672, 0.254791204053431]","[0.7134304642677307, 0.7465481162071228, 0.7527347803115845, 0.7563866972923279, 0.7636739611625671, 0.7702107429504395, 0.7736125588417053, 0.7754302024841309, 0.7806830406188965, 0.7836512327194214, 0.7867529392242432, 0.7911385893821716, 0.7936732769012451, 0.7929062247276306, 0.7976420521736145, 0.8000766634941101]","[0.87890625, 0.8989382982254028, 0.9060496687889099, 0.9138621687889099, 0.9073517918586731, 0.9103565812110901, 0.9140625, 0.9141626954078674, 0.9211738705635071, 0.9144631624221802, 0.921875, 0.9147636294364929, 0.9186698794364929, 0.9172676205635071, 0.9171674847602844, 0.9171674847602844]",0.12307915746720395,0.23414417475653002,0.9584444761276245,0.921875
