optim,batchsize,lr,regularization,L2,L1,dropout,test_accuracy,test_loss,train_accuracy,train_loss,time
Adam,64.0,0.01,Elastic,0.01,0.001,0.0,0.8600000143051147,0.47885114699602127,0.9313333034515381,0.3188449413059874,20.767
Adam,256.0,0.01,Elastic-Dropout,0.001,0.01,0.3,0.8560000658035278,0.5749165713787079,0.753250002861023,0.828132336444043,15.802
Adam,128.0,0.01,L1-Dropout,0.0,0.01,0.3,0.8560000658035278,0.5903874859213829,0.6919166445732117,0.9926373578132467,17.059
Adam,64.0,0.01,L1,0.0,0.01,0.0,0.8540000319480896,0.4659903533756733,0.8995000123977661,0.3636111371377681,19.948
Adam,256.0,0.01,Elastic-Dropout,0.01,0.01,0.3,0.8520000576972961,0.7559983432292938,0.7350000143051147,0.975876823384711,14.836
SGD,32.0,0.01,L1-Dropout,0.0,0.01,0.3,0.8500000238418579,0.5786087680608034,0.7529166340827942,0.8459060678482055,23.094
SGD,128.0,0.01,L2-Dropout,0.01,0.0,0.3,0.8480000495910645,0.8490234762430191,0.7184166312217712,1.13391009416986,17.201
Adam,32.0,0.01,Elastic,0.01,0.001,0.0,0.8460000157356262,0.5351175162941217,0.9075832962989807,0.39135410471757254,28.996
SGD,32.0,0.01,Elastic,0.001,0.01,0.0,0.8440000414848328,0.6141438409686089,0.8973333239555359,0.42332705918947855,26.392
SGD,128.0,0.01,Elastic-Dropout,0.001,0.001,0.3,0.8440000414848328,0.7866933047771454,0.7173333168029785,1.0501580377842517,27.798
SGD,128.0,0.01,L2-Dropout,0.001,0.0,0.3,0.8420000672340393,0.7527300119400024,0.7134166359901428,1.0512428886078773,20.744
SGD,128.0,0.01,Elastic-Dropout,0.01,0.001,0.3,0.8420000672340393,0.7894059866666794,0.7458333373069763,1.027839277018892,23.682
SGD,128.0,0.01,L1-Dropout,0.0,0.001,0.3,0.8360000252723694,0.6727134585380554,0.7476666569709778,0.941441719836377,20.214
SGD,256.0,0.01,L1-Dropout,0.0,0.01,0.3,0.8360000252723694,0.9382686018943787,0.7074999809265137,1.158912628254992,19.025
Adam,32.0,0.01,Elastic,0.01,0.01,0.0,0.8340000510215759,0.6825889647006989,0.8529166579246521,0.6024362366994221,28.554
SGD,128.0,0.01,L1-Dropout,0.0,0.01,0.3,0.8300000429153442,0.7551387697458267,0.8177499771118164,0.8372798460595151,16.501
Adam,256.0,0.01,L1-Dropout,0.0,0.01,0.3,0.8140000104904175,0.6778592169284821,0.7561666369438171,0.8192654924189791,17.785
SGD,256.0,0.01,Elastic-Dropout,0.01,0.01,0.3,0.8080000281333923,1.0682498216629028,0.6818333268165588,1.2619091069444697,23.816
Adam,32.0,0.01,Elastic,0.001,0.01,0.0,0.8060000538825989,0.6026249043643475,0.8615833520889282,0.4868361884752909,32.787
SGD,128.0,0.01,Dropout,0.0,0.0,0.3,0.8040000200271606,0.8224204927682877,0.7018333077430725,1.0637373112617654,15.733
SGD,128.0,0.01,Elastic,0.001,0.01,0.0,0.7980000376701355,0.7868311703205109,0.9438333511352539,0.3699686603343233,25.888
Adam,128.0,0.01,Elastic-Dropout,0.001,0.01,0.3,0.7940000295639038,0.7840321511030197,0.6971666812896729,0.9887357836074018,20.533
SGD,32.0,0.01,Elastic-Dropout,0.01,0.01,0.3,0.7900000214576721,0.8304253742098808,0.7414166331291199,0.9608167037963867,26.556
SGD,256.0,0.01,Elastic-Dropout,0.001,0.01,0.3,0.7900000214576721,0.9626678228378296,0.6754166483879089,1.1994045592368918,15.892
SGD,64.0,0.01,L1,0.0,0.01,0.0,0.7880000472068787,0.6740582995116711,0.9215832948684692,0.3706065629549483,24.156
Adam,64.0,0.01,Elastic-Dropout,0.001,0.01,0.3,0.7880000472068787,0.8305088058114052,0.6150833368301392,1.2017165768019697,23.808
SGD,256.0,0.01,Elastic-Dropout,0.001,0.001,0.3,0.7780000567436218,1.0958608388900757,0.6056666374206543,1.3687460955153121,20.455
SGD,256.0,0.01,Elastic-Dropout,0.01,0.001,0.3,0.7680000066757202,1.171064019203186,0.5997499823570251,1.4187407874046487,24.628
SGD,256.0,0.01,Dropout,0.0,0.0,0.3,0.7660000324249268,1.0130226612091064,0.6039999723434448,1.3617563983227343,16.677
SGD,256.0,0.01,L2-Dropout,0.001,0.0,0.3,0.7600000500679016,1.1445881128311157,0.5810832977294922,1.4086312106315126,15.58
Adam,32.0,0.01,L1-Dropout,0.0,0.01,0.3,0.7540000081062317,1.0008834227919579,0.5253333449363708,1.4088869285583496,26.27
SGD,64.0,0.01,Elastic-Dropout,0.001,0.01,0.3,0.7400000095367432,0.897271603345871,0.8103333115577698,0.7468741520288142,22.959
SGD,256.0,0.01,L2-Dropout,0.01,0.0,0.3,0.7400000095367432,1.1020604968070984,0.6120833158493042,1.352078174022918,22.263
Adam,32.0,0.01,Elastic-Dropout,0.001,0.01,0.3,0.718000054359436,1.0207738168537617,0.5206666588783264,1.4239908730189006,34.407
SGD,256.0,0.01,L1-Dropout,0.0,0.001,0.3,0.7160000205039978,1.1697611212730408,0.5528333187103271,1.4616550308592775,15.382
Adam,64.0,0.01,L1-Dropout,0.0,0.01,0.3,0.7120000123977661,1.017358511686325,0.625083327293396,1.1618463159241574,22.766
Adam,128.0,0.01,Elastic-Dropout,0.01,0.01,0.3,0.7080000042915344,1.034646674990654,0.6631666421890259,1.174125963069023,18.036
Adam,64.0,0.01,Elastic-Dropout,0.01,0.01,0.3,0.6480000019073486,1.3522245734930038,0.5426666736602783,1.4638777495698725,21.1
Adam,128.0,0.01,Elastic,0.01,0.01,0.0,0.6420000195503235,1.0994828641414642,0.9205833077430725,0.3997541152416392,17.95
Adam,32.0,0.01,Elastic-Dropout,0.01,0.01,0.3,0.6200000047683716,1.56785349547863,0.43291667103767395,1.704266149520874,35.099
